"","sos","info","own","fishtech","rank_one","education","wtp_predict","wtp_predict_int"
"318",1,1,"2",0,"iuu","no_formal",0.342962079165344,1.96064298413278
"319",1,1,"2",0,"pollution","formal",1.828273350866,3.68917104916682
"320",1,1,"2",0,"pollution","higher",3.06211403267845,4.58321041970706
"321",1,1,"2",0,"pollution","no_formal",-0.0480439689954046,1.46616742221933
"322",1,1,"2",0,"weather","formal",1.13901492216459,2.75875158998265
"323",1,1,"2",0,"weather","higher",2.26886848430906,3.6527909605229
"324",1,1,"2",0,"weather","no_formal",-0.57916785362512,0.535747963035167
"325",1,1,"2",1,"corruption","formal",5.31707265295531,6.62205166578964
"326",1,1,"2",1,"corruption","higher",7.0772619079835,7.51609103632988
"327",1,1,"2",1,"corruption","no_formal",2.64033031974589,4.39904803884215
"328",1,1,"2",1,"iuu","formal",3.94025023680432,5.35058038944246
"329",1,1,"2",1,"iuu","higher",5.49272088965366,6.2446197599827
"330",1,1,"2",1,"iuu","no_formal",1.57938824104095,3.12757676249497
"331",1,1,"2",1,"pollution","formal",3.3390888926809,4.85610482752901
"332",1,1,"2",1,"pollution","higher",4.80086346692168,5.75014419806926
"333",1,1,"2",1,"pollution","no_formal",1.11614958470474,2.63310120058153
"334",1,1,"2",1,"weather","formal",2.52250012153028,3.92568536834485
